1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,9,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,9,1,1,1,1,1,8,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,11,12,1,1,1,1,1,1,1
1,1,1,1,1,11,13,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,10,1,1,1,1,1,9,1,1,1,1
1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1
1,1,9,1,1,11,13,1,1,1,1,1,1,1,1,9,1,1
1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,9,3,5,1,1,1,1,1,15,9,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,7,9,9,1,1,1,1,1,1
1,1,9,3,5,1,15,15,15,1,15,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,15,15,7,15,7,7,15,1,7,1,1,7,1,1,1,7
1,1,15,15,7,15,7,7,15,1,7,1,1,7,1,1,1,7
