1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,2,8,2,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,6,3,4,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,10,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,12,1,1
1,1,1,1,1,1,1,15,9,1,1,10,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1
1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,6,1,1,7,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,15,9,15,9,1,1,1,1
1,1,1,1,1,1,1,1,1,1,9,15,9,15,1,1,1,1
1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
