1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,7,7,1,1,1,1,1,1,8,2,1,9,1,1,1,1,1,1,1
1,7,7,1,7,1,1,1,1,3,4,1,10,1,1,1,1,1,1,1
1,1,1,1,1,8,2,1,1,9,9,1,14,1,1,1,1,1,1,1
1,1,15,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,15,8,10,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,4,15,11,12,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
