1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,9,9,11,13,1,1,1,1,1,1,1,1,1,1,1
9,9,9,9,15,1,1,1,1,1,1,1,1,1,1,1
1,1,9,9,15,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,8,10,1,1,1,1,1,1,1
1,1,1,1,1,1,1,11,12,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
